department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won,avg_training_score,is_promoted
2,11,0,1,0,1,33,4,3,0,0,42,0
0,13,2,1,0,1,32,3.96569445,2,0,0,85,1
7,11,0,0,1,1,37,4,9,1,0,51,1
5,2,2,0,0,1,39,5,2,0,0,72,1
5,31,2,0,2,1,35,3,7,1,0,73,1
0,20,0,1,2,1,29,4.729830356,6,1,0,98,1
3,11,0,1,2,1,27,5,2,0,0,75,1
5,32,0,0,0,1,33,3,3,0,0,68,0
4,30,0,0,0,1,27,3,4,0,0,61,0
0,10,0,0,0,1,32,3.745004602,8,1,0,84,1
1,18,0,1,0,2,36,3,10,1,0,62,0
4,30,0,0,1,1,31,4,5,1,0,90,1
4,11,0,1,0,1,51,3.285422613,17,1,0,61,1
4,5,0,1,0,1,38,5,4,1,0,60,1
0,14,0,1,1,1,28,4.994186486,2,1,0,81,1
6,14,0,1,1,1,27,5,6,1,0,94,1
7,7,2,1,0,1,49,3,3,0,0,49,0
7,18,0,1,2,2,29,1,2,0,0,45,0
1,24,0,1,2,1,31,5,6,0,0,60,0
7,0,0,1,2,1,25,5,4,0,0,48,0
4,14,0,1,2,2,24,4,2,1,0,59,0
8,11,1,1,0,1,20,1,2,0,0,74,0
2,11,2,0,2,1,38,3,11,0,0,50,0
7,12,0,1,0,1,36,3,3,0,0,50,0
4,14,1,1,0,1,45,3.373891315,12,0,0,74,1
7,11,0,1,2,2,30,5,6,1,0,48,0
8,13,0,1,2,2,35,1,3,1,0,77,0
7,14,0,1,1,1,29,3.89561466,2,0,0,55,1
5,31,2,1,0,1,32,5,7,1,0,64,0
7,2,0,1,2,2,31,3,5,0,0,51,0
4,11,0,0,0,2,52,4.045435999,19,1,0,97,1
2,12,0,1,2,1,27,5,5,1,0,55,0
1,28,0,0,2,2,31,2.861025648,4,0,0,72,1
8,11,2,1,0,1,38,1,2,1,0,82,0
0,24,0,0,0,1,30,3,3,1,0,90,1
8,31,0,1,0,1,31,4.884993312,5,1,0,85,1
7,14,0,1,0,3,26,1,4,0,0,52,0
7,28,0,1,2,1,41,3.235719179,13,0,0,62,1
6,18,0,1,2,2,26,5,3,0,0,86,0
4,14,0,0,1,1,27,5,3,0,0,68,1
4,28,0,0,0,1,28,3.231742982,5,1,0,57,1
5,10,0,0,1,1,32,2.635417777,8,0,0,97,1
8,14,0,1,0,1,29,4.583630845,2,0,0,91,1
5,19,0,0,0,1,27,3.3268728,4,1,0,80,1
4,14,0,1,2,1,31,3,4,1,0,56,0
7,22,2,0,1,1,36,4.367515919,10,0,0,90,1
4,14,0,0,0,1,27,4,2,0,0,56,0
7,19,1,1,0,1,30,3,7,1,0,49,1
0,22,0,1,2,2,29,5,2,1,0,80,0
4,31,0,0,2,1,33,5,7,0,0,74,1
5,11,1,0,0,1,22,2,2,0,0,64,0
1,31,0,0,0,1,28,3.570144666,1,0,0,72,1
4,31,0,0,2,1,34,3.077963605,7,1,0,52,1
4,31,0,0,2,1,43,2,17,0,0,57,0
0,12,0,1,0,1,39,5,9,0,0,87,0
6,31,0,1,0,1,29,4.196679562,4,0,0,65,1
0,10,0,1,2,1,25,4,4,1,0,84,0
7,33,0,1,2,1,26,3,3,0,0,46,0
7,28,0,1,2,1,35,4,10,0,0,49,0
6,14,0,1,0,1,35,5,5,0,0,82,0
6,14,0,1,1,2,29,4,2,1,0,85,1
0,14,0,0,0,1,27,2,3,0,0,88,1
4,20,2,1,2,2,30,5,3,1,0,62,0
7,4,0,1,0,1,30,1,3,0,0,49,0
6,4,0,1,0,1,48,5,17,0,0,61,1
7,15,0,1,0,1,35,4,7,0,0,47,0
1,23,0,0,2,2,26,1.893478026,2,1,0,61,1
7,31,0,1,0,1,30,4.700826249,5,1,0,49,1
4,28,2,1,0,2,36,4,3,0,0,62,0
0,9,0,1,0,1,27,5,2,1,0,86,1
5,7,0,0,2,1,40,1,10,0,0,66,0
7,4,2,1,0,2,37,1,7,0,0,50,0
7,11,1,1,2,1,32,5,6,0,1,92,1
4,21,2,1,2,1,30,3,4,1,0,54,1
8,17,0,0,0,2,26,2,4,0,0,79,0
8,7,0,1,1,1,32,4,3,1,0,81,1
4,14,1,0,2,1,40,4.207444795,5,1,0,66,1
7,30,0,1,0,1,24,3,2,0,0,48,0
5,28,2,0,0,1,32,3,4,0,0,70,0
0,9,2,1,0,1,47,5,5,1,0,86,1
4,14,0,0,0,1,32,3.352476421,4,1,1,57,1
2,12,0,0,0,1,29,5,2,1,0,51,1
4,31,0,1,1,1,30,3.00917764,7,0,0,60,1
0,11,0,0,0,1,28,5,2,1,0,86,1
1,14,0,1,0,1,29,5,6,1,0,62,0
4,10,2,0,0,1,38,5,4,1,0,56,1
0,11,0,1,0,1,26,5,2,1,0,85,1
3,14,0,1,0,1,31,1,5,1,0,59,0
0,31,2,1,2,2,35,5,6,1,0,88,0
7,7,0,1,2,1,41,3,5,0,0,54,0
4,6,0,0,2,1,33,3,5,0,0,58,0
8,4,0,0,0,1,35,3,4,0,0,77,0
7,11,0,0,0,1,32,4.867029125,7,1,0,53,1
4,10,0,0,2,1,36,3.332167621,4,1,0,58,1
7,19,2,1,2,1,37,5,5,1,0,53,0
7,0,0,1,0,1,31,2.187492043,2,1,0,48,1
7,19,0,1,0,1,39,4,3,0,0,47,0
0,14,0,0,0,1,31,1,5,0,0,86,0
4,2,2,1,0,1,42,3,7,0,0,60,0
7,10,1,1,2,1,38,3,9,1,0,91,1
0,0,2,1,0,1,33,5,6,0,0,84,1
7,31,2,0,1,1,34,1.387607512,6,1,0,47,1
4,18,0,1,0,2,28,3,6,0,0,57,0
4,21,0,1,0,1,28,4,3,0,0,56,0
4,14,2,1,0,2,30,3,7,0,0,60,0
1,11,2,1,0,1,52,3,4,0,0,87,1
4,6,0,1,0,1,38,3.24442812,2,0,0,73,1
7,15,0,0,0,1,30,3,2,1,0,51,1
4,11,2,0,2,1,39,3,10,0,0,62,0
4,16,2,0,0,1,36,3,2,0,0,63,0
4,30,0,0,2,1,26,3,2,0,0,57,0
4,11,0,0,2,1,52,3,22,0,0,61,0
8,31,2,1,2,1,40,2,12,0,0,77,0
5,11,2,1,0,2,57,3,23,0,0,72,0
7,31,0,1,0,1,33,2.117701149,7,1,0,45,1
8,7,0,1,2,1,50,1,6,0,0,78,0
0,21,0,1,2,1,30,3,5,1,0,83,0
0,20,0,1,2,1,29,1,6,0,0,84,0
7,13,2,1,2,1,37,3,6,0,0,49,0
4,11,0,0,0,2,35,3.951245524,6,1,0,58,1
0,8,0,1,0,3,29,3,4,1,0,81,0
7,31,2,0,0,1,37,3.7070619,4,1,1,95,1
4,23,2,0,1,1,41,3.73819314,4,1,0,95,1
5,11,0,0,2,1,38,3.574660079,10,1,0,67,1
3,19,0,1,0,1,33,5,8,0,0,68,1
8,14,0,1,0,1,28,4.076738454,3,0,0,93,1
3,14,0,1,0,1,31,1.502147925,6,1,0,56,1
8,18,2,1,2,1,39,5,5,0,0,77,0
5,11,0,0,1,1,30,5,7,0,0,93,1
7,31,1,1,1,1,44,3,3,1,0,53,1
0,14,0,1,1,1,28,3,4,1,1,86,0
4,6,2,0,0,1,41,2.93737719,5,0,0,67,1
7,30,0,1,1,1,55,3,8,1,0,49,1
8,19,1,0,0,1,33,3.468012662,8,0,0,80,1
5,28,2,0,0,3,34,3,7,1,0,67,0
4,14,0,1,1,1,27,2,2,1,0,63,1
5,11,2,1,2,1,48,2,17,0,0,82,1
7,11,0,0,0,1,33,5,9,1,0,50,1
7,7,0,1,2,1,48,1,9,0,0,45,0
7,29,2,0,0,1,45,5,3,1,0,89,1
5,31,0,1,0,1,28,2.341848741,2,0,0,65,1
8,20,2,0,0,1,32,1,4,0,0,80,0
5,24,2,0,2,3,35,1,10,0,0,73,0
4,11,0,0,2,1,50,5,4,1,0,61,0
8,31,0,1,1,1,27,3,4,0,0,83,0
2,14,0,0,0,1,27,5,4,0,0,48,0
7,11,1,1,0,1,49,5,3,0,0,63,1
7,11,0,1,2,2,36,2,4,0,0,48,0
5,11,0,0,0,1,50,3,2,1,0,63,0
1,18,0,1,0,1,28,5,2,1,0,58,0
7,19,0,0,0,1,33,4,6,1,0,56,1
4,14,2,0,2,1,47,3,16,0,0,58,0
3,24,0,0,0,2,32,4.840171145,2,1,0,93,1
7,17,2,0,1,1,33,3.339884443,4,1,0,53,1
8,11,0,0,2,2,35,1,5,1,0,75,0
5,27,2,0,2,1,37,3,10,0,0,67,0
5,4,2,0,2,1,34,5,7,1,0,64,0
7,14,0,1,0,1,27,3,2,1,0,97,1
4,14,1,0,2,1,34,5,6,1,0,56,1
4,20,2,1,0,1,36,3,5,0,0,58,0
7,11,2,1,0,2,37,3,3,0,0,50,0
0,14,0,1,1,2,27,3.031665115,2,1,0,81,1
4,14,0,1,2,1,35,5,7,0,0,87,1
8,17,0,1,2,2,32,2,5,0,0,92,1
4,14,0,0,2,1,33,5,7,1,0,64,1
6,31,0,1,0,1,28,3.804174872,2,0,0,85,1
7,15,2,1,2,1,39,3,13,0,0,52,0
4,19,0,0,2,1,50,5,11,0,0,59,0
4,4,2,0,2,1,32,5,6,1,0,64,1
7,11,2,0,1,1,36,4.726152415,9,0,0,64,1
7,23,0,1,2,1,27,3,3,0,0,51,0
8,4,0,0,0,1,30,3,7,0,0,82,0
4,10,0,0,0,1,38,5,7,0,0,74,1
8,15,0,0,0,1,33,4,8,1,0,79,0
7,29,0,1,0,2,41,3,9,0,0,51,0
7,31,0,1,2,3,26,2,3,0,0,52,0
0,11,0,0,0,1,35,5,4,0,0,90,1
5,14,0,1,2,1,25,3,3,0,0,72,0
5,11,0,1,2,1,45,3,12,0,0,73,0
7,11,0,0,2,2,42,3,6,0,0,51,0
3,14,0,1,0,1,33,1,7,0,0,56,0
4,24,2,0,0,2,34,3,10,0,0,63,0
5,11,2,0,0,1,53,5,24,1,0,68,1
7,19,2,0,0,1,36,4.35726762,6,0,0,89,1
4,19,0,0,2,2,36,1,4,1,1,63,1
1,30,0,0,0,1,30,3,5,0,0,61,0
7,25,0,1,2,1,30,3,4,1,0,51,1
1,18,0,1,0,1,29,3,5,0,0,59,0
0,14,0,0,0,2,33,3,5,1,0,83,0
7,28,2,0,0,1,34,3,5,0,0,65,1
8,10,0,1,0,1,30,3,6,0,0,78,0
4,29,0,0,0,1,29,5,5,1,0,62,1
4,30,0,0,0,1,39,3,11,0,0,61,0
6,11,2,0,0,1,35,3.631663076,8,1,0,72,1
4,30,0,1,0,1,31,4,7,0,0,61,0
7,11,1,0,0,1,44,5,5,0,0,76,1
8,1,2,1,2,1,39,4,4,1,0,76,1
4,11,1,0,0,1,55,5,8,0,0,85,1
0,14,0,1,2,1,29,4,4,1,0,80,1
4,24,0,0,0,1,36,5,4,1,0,59,1
4,31,0,0,2,1,34,5,6,1,0,60,1
2,11,0,1,2,1,35,4,9,1,0,48,1
4,11,0,0,2,1,40,3,9,0,0,72,1
0,22,0,1,2,1,28,4.470546787,4,1,0,87,1
7,3,0,1,0,1,39,2,4,0,0,49,0
7,2,0,1,0,1,37,5,2,0,0,46,0
4,7,0,1,0,1,36,5,7,1,0,64,0
4,11,0,0,1,1,35,3.178613866,6,1,0,60,1
4,7,2,1,0,1,44,3.028196368,16,0,0,87,1
7,18,2,1,0,1,42,3,7,0,0,45,0
4,5,0,1,0,2,37,5,3,1,0,57,1
5,24,0,0,0,2,37,5,7,0,0,67,0
7,11,0,1,2,1,48,4,17,0,0,49,0
8,11,2,1,2,1,38,1,7,0,0,79,0
5,6,0,1,2,1,48,3,4,1,0,68,0
2,19,0,1,2,1,26,3.842717196,2,1,0,59,1
7,23,0,1,0,1,33,3,10,0,0,49,0
7,11,0,1,1,1,32,1.852776324,3,1,0,89,1
7,7,0,1,0,2,27,3,2,0,0,48,0
8,29,0,0,0,1,30,5,2,1,0,85,1
7,16,0,1,2,1,27,3,8,1,0,48,1
7,11,0,1,0,1,36,3,8,0,0,51,0
3,11,0,1,0,1,37,5,7,0,0,58,0
4,6,0,0,0,1,31,3.20681119,6,1,0,60,1
0,27,0,1,2,2,29,3,3,0,0,85,0
4,19,2,1,0,1,37,5,2,1,1,57,0
7,29,2,1,0,1,35,3.405433479,8,1,0,50,1
5,31,0,1,2,3,41,3,11,0,0,70,0
6,32,0,1,2,1,31,3.42540882,4,1,0,82,1
0,7,0,1,0,1,39,5,3,1,0,85,0
0,33,0,1,0,2,29,5,5,0,0,83,0
4,11,2,0,0,1,55,5,4,0,0,68,1
5,22,2,1,2,1,46,5,2,0,0,76,1
7,4,0,1,0,1,47,5,4,1,0,49,1
5,5,1,0,0,1,30,3.040930484,4,0,0,82,1
8,11,0,0,2,2,33,4.42152576,3,1,0,76,1
4,11,0,1,2,1,36,3,9,0,0,65,0
0,30,0,1,1,1,38,3.13668067,12,0,0,82,1
5,11,0,1,2,1,30,3.802133409,7,0,0,88,1
8,4,0,0,2,1,51,4,24,0,0,85,0
5,8,0,1,0,1,27,3,5,1,0,68,0
5,8,0,0,2,1,28,2,5,0,0,71,0
2,11,2,0,2,1,42,3,13,0,0,64,1
7,14,0,0,2,1,26,4.728417421,4,0,0,59,1
0,17,2,1,0,1,36,3,9,1,0,83,1
5,10,0,0,0,1,48,5,3,0,0,89,1
7,11,0,1,0,1,43,4,4,1,0,93,1
4,14,2,0,1,1,36,2.216877331,4,0,0,70,1
8,11,2,0,2,1,40,1,3,1,0,82,0
5,11,0,0,1,1,31,5,4,0,0,87,1
7,20,0,1,0,1,36,3,8,1,0,48,1
2,24,2,0,2,1,34,3,10,0,0,49,0
5,2,0,1,2,1,28,3,6,0,0,68,0
7,3,0,0,0,1,26,5,3,1,0,54,0
0,17,0,1,0,2,30,4.836080384,4,0,0,77,1
5,15,0,1,2,1,31,5,2,1,0,71,0
1,31,0,1,0,3,32,1,6,0,0,65,0
8,15,0,0,0,2,29,3,2,1,0,93,1
4,10,1,0,0,1,39,5,3,1,0,55,1
2,14,0,1,0,1,36,4,11,0,0,50,0
7,13,2,0,2,1,32,2,2,0,0,49,0
4,6,0,0,2,2,40,5,7,1,0,57,0
1,11,0,0,1,1,58,5,3,0,0,73,1
4,14,2,1,0,1,35,3,7,0,0,58,0
4,14,2,0,0,1,35,3,10,1,0,65,0
0,28,0,1,0,2,38,1,9,0,0,83,0
7,31,0,1,2,1,39,3.0089974,9,1,0,52,1
5,31,0,1,0,1,42,2.83174277,4,1,0,71,1
4,5,0,1,0,1,36,4,7,0,0,62,0
4,11,0,0,2,1,30,3,6,0,0,70,1
8,19,0,0,2,1,30,2,5,0,0,82,0
4,19,2,1,2,1,37,3,3,0,0,59,0
8,0,2,0,0,1,32,4,3,0,0,76,0
6,18,0,1,0,1,26,5,2,1,0,88,0
7,2,0,1,2,1,28,3,4,0,0,47,0
4,14,1,1,1,1,34,5,7,0,0,89,1
8,18,0,1,2,1,36,4,2,0,0,80,0
7,20,0,0,0,1,32,4.382892785,4,1,0,56,1
0,14,0,0,0,1,28,3.547196895,4,0,0,84,1
7,10,0,1,2,2,34,4,3,0,0,53,0
8,11,0,1,2,1,34,4,5,0,0,77,0
8,3,0,0,0,1,29,1.682409098,3,1,0,79,1
7,11,2,1,2,1,43,5,5,1,0,49,1
7,24,2,1,0,2,43,2,11,0,0,47,0
5,11,0,1,0,1,49,3,17,0,0,84,1
4,11,0,1,0,1,31,5,7,1,0,57,0
7,0,0,1,0,2,27,3,2,0,0,48,0
4,6,0,1,2,1,38,3,5,1,0,60,1
5,31,0,0,2,1,31,3.164788546,6,1,0,64,1
3,31,1,1,1,1,30,3,4,0,0,69,1
2,11,2,1,0,1,39,4,4,0,0,52,0
3,10,0,0,0,1,34,4.216987597,7,0,0,97,1
7,2,0,1,2,1,31,4.771979611,6,0,0,81,1
4,14,0,0,0,1,35,3.101737271,8,1,0,61,1
7,31,0,1,2,1,31,4.820746904,2,0,0,67,1
8,31,0,1,0,1,30,1.823742659,5,1,0,79,1
7,30,0,1,1,1,29,4.717713188,2,1,0,51,1
3,30,0,1,0,1,29,3.705807292,6,1,0,57,1
4,4,1,0,2,1,35,5,2,1,0,57,1
7,18,0,1,0,1,32,2,6,0,0,48,0
3,2,0,1,2,1,37,4,10,0,0,56,0
0,14,0,1,0,2,29,4,2,1,0,87,1
7,29,0,1,0,1,34,4,7,0,0,52,0
7,16,0,1,0,1,30,1,4,0,0,50,0
7,14,0,1,2,2,31,3,8,0,0,48,0
8,11,0,1,0,1,26,3,4,0,0,80,0
7,8,0,1,2,1,26,5,2,1,0,52,1
4,11,0,0,0,1,32,5,8,0,0,76,1
0,4,0,1,0,1,34,3,7,0,0,84,0
4,10,0,1,2,2,40,1,4,0,0,65,0
3,7,0,1,1,1,37,2.958149744,7,1,0,87,1
6,4,0,1,0,1,57,3.665301009,10,0,0,64,1
4,6,2,0,0,1,42,4.345989004,5,0,0,76,1
8,31,0,0,2,1,35,3,3,0,0,89,1
4,4,2,0,2,1,39,5,3,1,0,62,1
7,28,2,1,2,1,33,3,5,0,0,52,0
0,1,0,1,2,1,27,3,4,0,0,89,0
7,0,0,1,0,1,29,1,3,0,0,53,0
7,29,0,1,0,1,40,4,11,0,0,47,0
8,31,0,1,1,1,27,5,2,1,0,80,1
7,11,0,1,2,1,24,5,2,0,0,62,1
5,11,0,1,0,1,30,2,6,0,0,73,0
4,11,1,0,1,1,42,3.780933638,14,1,0,61,1
4,14,0,1,0,2,33,3,5,1,0,59,1
7,11,0,0,2,1,37,3,4,0,0,55,0
4,5,0,0,0,1,38,4.83851235,9,1,0,61,1
4,16,0,0,0,1,31,5,5,1,1,60,1
0,31,0,1,0,1,27,4,2,0,0,85,0
7,31,0,1,2,1,50,3,18,1,0,47,1
2,18,0,1,2,1,27,5,2,1,0,50,0
4,31,0,0,0,1,37,4,9,1,0,55,0
0,14,0,1,0,3,28,3,5,0,0,85,1
7,11,2,0,2,1,40,5,4,0,0,49,0
1,13,0,1,0,1,28,5,2,1,0,58,0
8,12,2,1,0,1,36,3,7,0,0,79,0
8,19,2,1,2,2,40,3,3,0,0,81,0
8,11,0,0,2,2,34,5,7,0,0,82,1
8,14,0,0,0,1,30,4.130834331,4,1,0,82,1
5,8,0,1,0,1,40,4,9,1,0,69,0
7,11,0,1,2,4,56,2,24,0,0,53,0
8,13,1,0,0,1,31,3,6,1,0,79,1
1,11,1,1,2,1,31,3,3,1,1,61,0
0,14,0,0,2,1,28,3.75413941,2,1,0,81,1
8,24,0,0,0,1,30,4.733075498,5,0,0,91,1
7,11,2,1,2,1,47,3,4,1,0,51,1
5,14,0,1,2,1,30,4,6,1,0,71,0
4,19,2,1,0,2,36,3,3,0,0,56,0
4,31,2,0,0,1,35,3.471420301,10,1,0,62,1
7,15,0,1,0,1,34,4,6,0,0,49,0
7,11,0,0,0,1,34,5,8,0,0,50,0
3,19,0,1,2,1,29,3,2,0,0,60,0
0,18,2,1,0,1,35,2.385362758,2,1,0,85,1
4,14,0,1,0,1,33,3,7,0,0,66,1
7,11,0,1,2,1,47,3,20,0,0,51,0
8,14,0,1,0,2,26,3,3,1,0,72,1
5,14,0,1,1,1,32,4,3,1,0,65,1
3,14,1,0,0,1,35,3,5,0,0,70,1
4,28,0,1,2,1,35,3.315170021,8,1,0,59,1
7,28,2,1,2,1,56,4,4,1,1,45,1
8,11,0,1,0,1,46,4.68036083,3,1,0,82,1
7,19,0,1,1,1,30,3.645792879,7,1,0,48,1
0,31,2,1,0,1,35,3,9,1,0,83,0
2,11,2,1,2,1,58,5,10,0,0,62,1
7,25,0,1,0,3,29,1,4,1,0,49,0
6,16,0,1,1,1,27,2.114882226,6,0,0,86,1
7,31,1,1,0,1,40,2.267322353,12,1,0,50,1
5,11,0,0,2,1,31,2,5,1,0,71,1
6,11,0,0,0,1,48,5,4,0,0,86,1
4,3,1,0,1,1,42,3.241226954,7,1,0,58,1
5,11,0,1,0,3,54,3,15,0,0,70,0
8,31,1,0,0,1,34,5,4,0,0,82,1
8,31,2,0,2,1,34,5,5,1,0,77,0
8,2,0,1,0,1,30,4,4,1,0,81,0
8,1,2,0,2,1,31,3,6,0,0,82,0
7,30,0,1,0,1,28,4.150251785,2,1,0,50,1
4,11,0,1,2,1,45,3,6,0,0,57,0
4,31,1,0,2,2,26,3,3,0,0,59,0
7,11,0,1,1,1,35,3,6,1,0,50,1
5,15,0,1,0,1,33,3,8,1,0,68,1
4,31,1,0,1,1,37,3,4,0,0,72,1
8,2,0,1,0,1,33,2.792461894,10,0,0,82,1
7,11,0,0,1,1,30,5,5,0,0,91,1
7,29,2,1,2,1,46,3,4,0,0,63,1
8,13,0,0,0,1,29,2.846715825,3,0,0,82,1
5,14,2,1,0,1,31,3,7,0,0,66,0
4,6,0,0,0,1,42,3,12,0,0,60,0
8,29,1,0,1,1,35,3.519047653,7,1,0,80,1
7,11,0,0,2,3,36,1,10,0,0,50,0
8,11,2,0,2,1,30,1,3,1,1,78,0
8,11,0,0,1,1,38,3,8,1,0,82,1
7,11,0,0,0,2,29,3.23552375,2,0,0,91,1
3,4,0,1,2,1,28,5,3,1,0,56,0
4,19,2,1,1,1,47,4.692662796,19,1,0,62,1
4,30,0,0,0,1,31,4.647370852,8,1,0,62,1
5,14,0,0,2,1,30,1,4,0,0,71,0
4,18,0,0,0,1,39,3.693150131,8,1,0,64,1
0,11,0,0,2,1,39,1,9,0,0,87,0
8,14,2,1,2,1,30,3,10,0,0,75,0
5,14,1,0,0,1,32,4.160044761,4,0,0,86,1
8,3,0,0,0,1,26,4,2,1,0,78,0
4,4,0,0,0,1,38,4.781772611,10,1,0,61,1
1,25,0,1,0,1,32,3,9,0,0,62,0
4,29,1,0,0,1,35,3,9,1,0,62,1
1,23,0,1,0,1,29,4.615483841,2,1,0,60,1
4,14,0,0,2,1,36,1.14197405,7,0,1,90,1
6,28,2,0,2,1,34,3.034324181,3,0,0,84,1
6,18,0,1,0,1,28,3,4,0,0,83,0
7,3,0,0,0,1,27,4.814428445,2,0,0,61,1
4,10,0,0,2,2,31,4,3,0,0,60,0
7,11,0,1,2,1,31,3,7,0,0,49,0
5,28,0,0,0,1,29,5,3,1,0,71,0
6,30,2,0,0,1,45,3.256964277,17,1,0,91,1
7,10,0,1,0,1,35,1,7,1,0,51,0
4,13,0,0,2,1,39,4,5,0,0,63,0
7,2,0,1,1,1,34,5,3,1,0,50,1
7,11,0,0,2,1,43,5,4,1,0,50,1
4,31,0,1,2,1,28,4.026111106,4,1,0,62,1
8,11,0,1,0,1,28,3.218682877,2,1,0,78,1
7,31,2,1,0,1,34,4.337449148,8,1,0,52,1
7,28,0,1,2,1,35,3.095605797,3,0,0,67,1
0,14,0,1,0,1,36,4,3,1,0,88,0
1,31,0,0,2,1,32,3,4,0,0,58,0
8,7,0,0,2,1,32,1,7,0,0,77,0
8,8,0,1,0,2,26,5,2,1,0,82,0
4,14,2,0,2,2,36,4.151193527,7,1,0,63,1
0,20,0,1,2,1,30,4.555537835,7,0,0,86,1
7,11,0,0,2,1,53,5,12,0,0,54,0
7,2,0,1,0,2,43,1,6,0,0,47,0
0,19,0,1,0,1,34,3,7,1,0,80,1
3,14,0,0,2,1,38,3.952217647,8,0,0,72,1
8,12,1,0,0,1,49,3,19,1,0,76,1
3,14,0,0,0,1,31,1.144050412,6,1,0,56,1
0,14,0,1,2,1,29,5,4,1,0,86,1
7,11,2,0,0,1,56,1,12,0,0,45,0
7,5,0,0,1,1,31,3,7,0,0,93,1
5,6,0,0,0,1,35,5,8,1,0,70,1
4,27,0,1,0,1,40,5,10,0,0,66,1
1,23,0,0,2,1,28,2.065682923,3,1,0,59,1
7,11,0,0,1,1,54,4.036437671,11,1,0,47,1
4,11,2,0,0,1,52,2.122466797,12,0,0,70,1
8,11,0,0,1,1,36,5,7,1,0,84,0
4,11,2,1,0,1,56,5,27,1,0,57,0
4,11,0,1,2,1,36,4.71321448,3,0,0,70,1
4,12,2,1,0,1,34,3,8,0,0,63,0
5,11,0,0,2,1,57,4.43984294,26,1,0,69,1
3,4,0,1,2,1,34,3,3,0,0,62,0
7,11,0,0,2,2,24,1,2,0,0,53,0
4,11,2,1,1,1,41,3,2,1,0,52,0
0,14,0,1,2,3,27,5,2,0,0,86,0
7,14,0,1,2,2,28,4,4,1,0,50,0
4,11,0,1,0,1,49,1,12,0,0,57,0
1,20,2,1,0,1,34,3,3,0,0,77,1
5,15,2,1,0,1,35,3,6,0,0,75,0
5,16,2,1,0,1,45,3,3,0,0,72,0
7,20,0,1,2,1,24,2,2,0,0,52,0
8,11,2,1,0,1,34,5,7,1,0,80,0
8,11,0,0,0,1,29,5,3,1,0,75,1
3,31,0,1,2,2,27,4.43196963,2,0,0,61,1
8,5,0,0,0,1,45,3,5,1,0,83,0
8,26,0,1,2,1,27,5,3,1,0,75,0
7,11,0,1,0,1,46,3,6,1,0,52,1
7,17,0,1,2,1,41,5,2,0,0,48,0
5,6,0,0,2,1,36,3,7,1,0,54,1
5,29,2,1,0,1,42,3.492874514,8,0,0,83,1
7,15,0,1,1,1,33,3,7,1,0,50,1
4,13,0,1,0,1,27,2,3,0,0,57,0
1,11,0,1,0,1,27,4,2,1,0,61,0
4,21,0,1,0,1,29,4,6,0,0,55,0
7,11,0,0,2,1,35,4,8,1,0,49,0
4,11,1,1,2,1,58,2.155151147,16,1,0,56,1
8,31,2,0,0,1,41,3.764884901,7,0,0,93,1
6,10,0,1,2,1,35,4,8,1,0,62,1
7,17,0,0,2,1,29,2,2,0,0,49,0
5,3,2,0,0,1,38,5,3,1,0,71,1
4,14,2,1,2,1,36,4,7,1,1,62,0
7,31,0,1,0,1,40,3.159681683,5,0,0,62,1
3,31,0,0,1,1,28,3,4,1,0,62,1
7,17,0,1,0,1,30,3.700979309,3,1,0,47,1
4,4,2,0,2,2,33,5,10,1,0,58,0
7,11,2,0,0,3,42,1,5,1,1,45,0
5,11,0,0,0,1,34,4,9,1,0,71,0
0,17,0,1,2,1,29,5,3,0,0,87,1
3,16,0,1,2,1,25,4,2,0,0,61,0
4,24,0,1,1,1,40,5,8,1,0,65,1
5,31,0,1,0,1,31,4,7,1,0,70,1
4,24,0,1,2,2,30,3,5,0,0,62,0
2,11,2,0,0,1,58,5,16,0,0,90,1
4,5,2,0,0,1,33,3,6,0,0,72,1
4,19,0,1,2,1,38,4,9,0,0,59,0
7,14,0,1,0,2,24,1,1,0,0,48,0
7,11,0,1,2,1,26,5,2,1,0,93,1
7,5,2,1,2,1,46,1,6,0,0,52,0
8,18,0,1,0,1,24,3,2,1,0,77,1
8,31,2,0,2,1,34,3,7,0,0,78,0
5,31,0,0,2,1,31,3,7,0,0,64,0
4,30,0,0,0,1,35,3,7,0,0,58,0
4,24,0,0,0,1,41,3,11,0,0,60,0
4,22,0,0,0,1,31,4.103608266,5,0,0,70,1
4,16,0,1,0,1,32,3,4,1,0,57,0
7,2,2,1,2,1,38,5,2,1,0,50,1
4,31,0,0,0,1,35,5,5,1,0,57,1
7,11,0,0,0,1,40,4,4,1,0,47,0
5,14,0,1,0,5,27,4,2,0,0,65,0
5,11,0,0,2,1,57,5,7,0,0,70,0
4,31,2,0,2,1,34,5,4,1,0,96,1
4,4,0,0,0,1,32,3,9,0,0,60,0
4,10,0,0,0,1,37,5,6,0,0,75,1
8,11,2,0,0,1,36,3.727768242,10,1,0,75,1
7,23,0,1,0,1,37,4,2,0,0,53,0
7,19,0,0,2,1,37,1,7,0,0,52,0
5,11,0,1,0,1,27,5,2,1,0,67,0
5,8,2,0,0,1,53,4,14,0,0,69,0
4,4,2,1,0,1,33,3,6,0,0,72,1
4,11,0,0,1,1,32,4.066636167,5,1,0,57,1
6,31,0,1,1,1,44,5,16,0,0,63,1
2,25,0,1,0,1,30,3,8,1,0,45,0
